Rank,Player,REC,Week,Year,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G, FPTS,FPTS/G,ROST,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
56,Foster Moreau,6,15,2020,8,133,22.2,47,7,2,0,0,0,0,14,28.3,2.0,0.2%,89,14.8,89,14.8,44,7.3,18,3.0,0,1.7%,6,0,1,4,4,2,1,0,47
57,Ryan Izzo,13,15,2020,20,199,15.3,50,6,0,0,0,0,1,12,24.4,2.0,0.0%,131,10.1,131,10.1,68,5.2,17,1.3,1,5.4%,15,2,1,8,3,1,1,1,50
58,Tyler Conklin,12,15,2020,14,123,10.3,30,3,1,0,0,0,0,14,24.3,1.7,39.6%,33,2.8,33,2.8,90,7.5,22,1.8,1,3.4%,13,1,0,5,2,1,0,0,30
59,Adam Trautman,12,15,2020,13,121,10.1,29,1,1,0,0,0,0,13,24.1,1.9,0.2%,44,3.7,44,3.7,77,6.4,16,1.3,0,2.9%,13,0,2,5,1,0,0,0,29
60,Albert Okwuegbunam,11,15,2020,15,121,11.0,27,1,1,0,0,0,0,4,23.6,5.9,25.4%,48,4.4,48,4.4,73,6.6,26,2.4,1,3.3%,11,0,4,4,1,0,0,0,27
61,Jace Sternberger,12,15,2020,15,114,9.5,27,2,1,0,0,0,0,12,23.4,2.0,0.0%,48,4.0,48,4.0,66,5.5,8,0.7,0,3.3%,13,1,3,5,2,0,0,0,27
62,Jason Witten,11,15,2020,12,57,5.2,15,0,2,0,0,0,0,14,23.2,1.7,0.0%,46,4.2,46,4.2,11,1.0,2,0.2,0,2.6%,11,0,4,2,0,0,0,0,15
63,Nick Vannett,14,15,2020,21,95,6.8,19,0,1,0,0,0,0,13,22.5,1.7,0.0%,31,2.2,31,2.2,64,4.6,14,1.0,0,4.7%,14,0,3,3,0,0,0,0,19
64,Donald Parham Jr.,5,15,2020,13,75,15.0,22,1,2,0,0,0,0,11,22.0,2.0,0.2%,57,11.4,57,11.4,18,3.6,12,2.4,0,2.4%,5,0,5,4,1,0,0,0,22
65,Maxx Williams,8,15,2020,10,102,12.8,42,4,1,0,0,0,0,8,20.2,2.5,0.1%,36,4.5,36,4.5,66,8.3,46,5.8,1,2.1%,8,0,3,2,2,1,1,0,42
66,MyCole Pruitt,5,15,2020,8,49,9.8,22,1,2,0,0,0,0,9,19.4,2.2,0.0%,36,7.2,36,7.2,13,2.6,7,1.4,0,1.9%,6,1,2,3,1,0,0,0,22
67,Geoff Swaim,9,15,2020,12,83,9.2,16,0,1,0,0,0,0,8,18.8,2.4,0.1%,48,5.3,48,5.3,35,3.9,6,0.7,0,2.9%,10,1,2,4,0,0,0,0,16
68,C.J. Uzomah,8,15,2020,11,87,10.9,23,1,1,0,0,0,0,2,18.7,9.4,0.8%,57,7.1,57,7.1,30,3.8,6,0.8,0,2.2%,9,1,2,3,1,0,0,0,23
69,Pharaoh Brown,8,15,2020,10,86,10.8,22,1,1,0,0,0,0,11,18.6,1.7,0.1%,44,5.5,44,5.5,42,5.3,28,3.5,1,2.2%,8,0,2,4,1,0,0,0,22
70,Kaden Smith,17,15,2020,20,96,5.6,13,0,0,0,0,0,0,13,18.1,1.4,0.0%,22,1.3,22,1.3,74,4.4,24,1.4,1,4.6%,17,0,3,4,0,0,0,0,13
71,Darrell Daniels,7,15,2020,9,85,12.1,31,3,1,0,0,0,0,10,18.0,1.8,0.0%,31,4.4,31,4.4,54,7.7,5,0.7,1,1.9%,8,1,0,3,2,1,0,0,31
72,Blake Bell,10,15,2020,14,103,10.3,24,1,0,1,2,0,0,14,15.5,1.1,0.0%,65,6.5,65,6.5,38,3.8,15,1.5,1,2.6%,10,0,3,8,1,0,0,0,24
73,Josh Hill,8,15,2020,10,46,5.8,16,0,1,0,0,0,0,13,14.6,1.1,0.0%,9,1.1,9,1.1,37,4.6,12,1.5,1,2.2%,8,0,1,2,0,0,0,0,16
74,Ryan Griffin,9,15,2020,12,86,9.6,23,1,0,0,0,0,0,14,13.1,0.9,0.1%,37,4.1,37,4.1,49,5.4,16,1.8,0,3.0%,10,1,0,3,1,0,0,0,23
75,Virgil Green,3,15,2020,6,50,16.7,26,1,1,0,0,0,0,6,12.5,2.1,0.0%,27,9.0,27,9.0,23,7.7,6,2.0,0,1.1%,4,1,0,3,1,0,0,0,26
76,Vance McDonald,9,15,2020,13,61,6.8,15,0,0,0,0,0,0,12,10.6,0.9,0.0%,10,1.1,10,1.1,51,5.7,15,1.7,2,2.3%,9,0,1,2,0,0,0,0,15
77,Troy Fumagalli,6,15,2020,11,65,10.8,29,1,0,0,0,0,0,6,9.5,1.6,0.0%,8,1.3,8,1.3,57,9.5,8,1.3,0,2.4%,6,0,3,2,1,0,0,0,29
78,Chris Manhertz,6,15,2020,8,52,8.7,17,0,0,0,0,0,0,14,8.2,0.6,0.0%,19,3.2,19,3.2,33,5.5,16,2.7,1,1.7%,7,1,0,2,0,0,0,0,17
79,Demetrius Harris,7,15,2020,14,45,6.4,9,0,0,0,0,0,0,14,8.0,0.6,0.0%,20,2.9,20,2.9,25,3.6,6,0.9,0,2.7%,9,2,3,0,0,0,0,0,9
80,Lee Smith,2,15,2020,4,4,2.0,3,0,1,0,0,0,0,8,7.4,0.9,0.0%,2,1.0,2,1.0,2,1.0,1,0.5,0,0.8%,2,0,2,0,0,0,0,0,3
81,Johnny Mundt,4,15,2020,4,53,13.3,34,2,0,0,0,0,0,14,7.3,0.5,0.1%,8,2.0,8,2.0,45,11.3,29,7.3,2,0.8%,4,0,1,1,1,1,0,0,34
82,Nick Keizer,6,15,2020,10,63,10.5,22,1,0,0,0,0,1,14,7.3,0.5,0.0%,23,3.8,23,3.8,40,6.7,5,0.8,0,1.9%,7,1,0,3,1,0,0,0,22
86,Luke Stocker,5,15,2020,9,41,8.2,25,1,0,0,0,0,0,14,6.6,0.5,0.0%,6,1.2,6,1.2,35,7.0,5,1.0,0,1.7%,6,1,1,2,1,0,0,0,25
87,Levine Toilolo,4,15,2020,5,36,9.0,14,0,0,0,0,0,0,14,5.6,0.4,0.0%,13,3.3,13,3.3,23,5.8,14,3.5,0,1.2%,4,0,0,2,0,0,0,0,14
88,Cethan Carter,4,15,2020,5,32,8.0,24,1,0,0,0,0,0,13,5.2,0.4,0.0%,26,6.5,26,6.5,6,1.5,5,1.3,0,1.0%,5,1,1,1,1,0,0,0,24
91,Kahale Warring,2,15,2020,4,32,16.0,23,1,0,0,0,0,0,5,4.2,0.8,0.0%,25,12.5,25,12.5,7,3.5,4,2.0,0,0.9%,3,1,1,1,1,0,0,0,23
92,Jaeden Graham,3,15,2020,5,25,8.3,11,0,0,0,0,0,0,14,4.0,0.3,0.0%,11,3.7,11,3.7,14,4.7,3,1.0,0,1.1%,4,1,0,1,0,0,0,0,11
93,Deon Yelder,4,15,2020,4,18,4.5,6,0,0,0,0,0,0,12,3.8,0.3,0.0%,0,0.0,0,0.0,18,4.5,1,0.3,0,0.7%,4,0,1,0,0,0,0,0,6
95,Ben Ellefson,1,15,2020,4,10,10.0,10,0,0,0,0,0,0,7,3.5,0.5,0.0%,7,7.0,7,7.0,3,3.0,2,2.0,0,0.8%,2,1,0,1,0,0,0,0,10
96,Tanner Hudson,2,15,2020,6,21,10.5,12,0,0,0,0,0,0,10,3.1,0.3,0.6%,13,6.5,13,6.5,8,4.0,4,2.0,0,1.1%,2,0,0,1,0,0,0,0,12
98,Juwan Johnson,2,15,2020,8,16,8.0,11,0,0,0,0,0,0,5,2.6,0.5,1.3%,11,5.5,11,5.5,5,2.5,2,1.0,0,1.8%,3,1,1,1,0,0,0,0,11
106,Jake Butt,2,15,2020,4,5,2.5,5,0,0,0,0,0,0,5,1.5,0.3,0.1%,3,1.5,3,1.5,2,1.0,0,0.0,0,0.9%,3,1,1,0,0,0,0,0,5
1,Travis Kelce,90,14,2020,120,"1,250",13.9,45,27,9,0,0,0,1,13,222.2,17.1,100.0%,744,8.3,744,8.3,506,5.6,218,2.4,9,24.3%,95,2,15,59,21,4,2,0,45
2,Darren Waller,84,14,2020,117,817,9.7,38,9,7,0,0,0,1,13,163.7,12.6,99.8%,353,4.2,353,4.2,464,5.5,176,2.1,7,27.3%,88,4,20,28,8,1,0,0,38
3,T.J. Hockenson,58,14,2020,88,657,11.3,51,10,6,0,0,0,0,13,132.7,10.2,94.0%,351,6.1,351,6.1,306,5.3,71,1.2,4,19.0%,65,7,15,31,6,2,1,1,51
4,Robert Tonyan,46,14,2020,52,533,11.6,45,13,9,0,0,0,0,13,130.3,10.0,26.2%,331,7.2,331,7.2,202,4.4,26,0.6,0,12.2%,46,0,7,19,9,3,1,0,45
5,Mike Gesicki,44,14,2020,68,602,13.7,70,11,6,0,0,0,0,13,118.2,9.1,39.7%,462,10.5,462,10.5,140,3.2,57,1.3,0,15.9%,48,2,12,25,8,1,1,1,70
6,Mark Andrews,43,14,2020,66,532,12.4,39,10,6,0,0,0,0,11,110.7,10.1,100.0%,398,9.3,398,9.3,134,3.1,48,1.1,1,20.4%,48,4,10,25,7,3,0,0,39
7,Logan Thomas,49,14,2020,76,469,9.6,30,5,5,2,5,0,0,13,103.0,7.9,28.9%,308,6.3,308,6.3,161,3.3,54,1.1,3,17.1%,54,4,13,17,4,1,0,0,30
8,Eric Ebron,51,14,2020,83,511,10.0,27,6,4,0,0,0,1,13,100.6,7.7,0.0%,341,6.7,341,6.7,170,3.3,52,1.0,0,15.9%,58,7,13,20,6,0,0,0,27
9,Hunter Henry,55,14,2020,86,548,10.0,33,6,3,0,0,0,0,13,100.3,7.7,41.9%,323,5.9,323,5.9,225,4.1,86,1.6,3,16.7%,59,2,12,25,5,1,0,0,33
10,Jonnu Smith,32,14,2020,51,358,11.2,63,8,7,2,4,1,0,12,100.2,8.4,0.9%,159,5.0,159,5.0,199,6.2,41,1.3,1,13.1%,36,3,13,13,4,2,1,1,63
11,Rob Gronkowski,38,14,2020,64,507,13.3,48,13,5,0,0,0,0,13,99.7,7.7,1.7%,306,8.1,306,8.1,201,5.3,80,2.1,1,13.2%,40,2,11,17,8,3,2,0,48
12,Jimmy Graham,42,14,2020,66,357,8.5,29,2,6,0,0,0,0,13,92.7,7.1,0.0%,196,4.7,196,4.7,161,3.8,33,0.8,1,13.3%,43,1,16,17,2,0,0,0,29
13,Dalton Schultz,51,14,2020,73,510,10.0,28,3,3,0,0,0,1,13,92.5,7.1,86.8%,279,5.5,279,5.5,231,4.5,82,1.6,5,14.3%,55,3,11,22,3,0,0,0,28
14,Evan Engram,50,14,2020,88,526,10.5,53,11,1,5,21,1,1,13,89.7,6.9,24.1%,301,6.0,301,6.0,225,4.5,75,1.5,2,21.9%,60,8,11,19,5,3,2,1,53
15,Hayden Hurst,43,14,2020,71,475,11.0,42,8,3,0,0,0,0,13,87.0,6.7,21.3%,233,5.4,233,5.4,242,5.6,30,0.7,2,14.7%,46,3,10,20,5,2,1,0,42
16,Noah Fant,44,14,2020,67,492,11.2,37,10,2,0,0,0,0,12,85.2,7.1,22.8%,192,4.4,192,4.4,300,6.8,109,2.5,4,16.0%,47,3,7,18,7,3,0,0,37
17,Jared Cook,28,14,2020,46,350,12.5,46,8,6,0,0,0,1,12,83.0,6.9,0.0%,280,10.0,280,10.0,70,2.5,20,0.7,0,11.0%,30,2,10,15,4,2,2,0,46
18,Dallas Goedert,39,14,2020,54,447,11.5,41,10,3,0,0,0,0,9,82.2,9.1,95.6%,265,6.8,265,6.8,182,4.7,78,2.0,4,11.8%,40,1,6,19,6,3,1,0,41
19,Tyler Higbee,34,14,2020,45,379,11.1,39,9,4,1,1,0,0,12,81.0,6.8,84.2%,210,6.2,210,6.2,169,5.0,55,1.6,2,9.9%,35,1,4,12,6,3,0,0,39
20,George Kittle,37,14,2020,49,474,12.8,44,7,2,2,17,0,0,6,79.6,13.3,98.9%,254,6.9,254,6.9,220,5.9,65,1.8,1,10.7%,41,4,3,24,4,2,1,0,44
21,Dan Arnold,22,14,2020,32,313,14.2,59,10,4,0,0,0,0,13,66.3,5.1,0.2%,188,8.5,188,8.5,125,5.7,11,0.5,0,7.4%,23,0,5,11,5,2,2,1,59
22,Trey Burton,24,14,2020,41,224,9.3,20,1,3,2,3,2,0,10,64.7,6.5,0.0%,164,6.8,164,6.8,60,2.5,18,0.8,1,9.2%,26,2,8,12,1,0,0,0,20
23,Gerald Everett,35,14,2020,47,351,10.0,40,5,1,1,2,1,1,13,62.8,4.8,65.2%,134,3.8,134,3.8,217,6.2,61,1.7,6,10.4%,39,4,3,17,3,1,1,0,40
24,Mo Alie-Cox,28,14,2020,36,360,12.9,45,8,2,0,0,0,1,12,60.0,5.0,3.5%,201,7.2,201,7.2,159,5.7,32,1.1,0,8.1%,29,1,5,15,5,2,1,0,45
25,Richard Rodgers,24,14,2020,31,345,14.4,33,7,2,0,0,0,0,13,58.5,4.5,0.0%,250,10.4,250,10.4,95,4.0,34,1.4,1,6.8%,24,0,3,15,5,2,0,0,33
26,Anthony Firkser,35,14,2020,48,338,9.7,45,5,1,0,0,0,0,13,57.3,4.4,0.0%,211,6.0,211,6.0,127,3.6,40,1.1,2,12.3%,37,1,7,14,3,1,1,0,45
27,Darren Fells,20,14,2020,26,290,14.5,44,5,3,0,0,0,0,13,57.0,4.4,0.0%,124,6.2,124,6.2,166,8.3,49,2.5,4,6.3%,20,0,3,15,2,2,1,0,44
28,Austin Hooper,30,14,2020,44,286,9.5,36,3,2,0,0,0,0,10,55.6,5.6,17.2%,146,4.9,146,4.9,140,4.7,29,1.0,0,12.2%,31,1,4,12,2,1,0,0,36
29,Tyler Eifert,30,14,2020,49,271,9.0,19,0,2,0,0,0,0,12,54.1,4.5,0.0%,171,5.7,171,5.7,100,3.3,31,1.0,0,10.2%,31,0,8,11,0,0,0,0,19
30,Irv Smith Jr.,19,14,2020,27,245,12.9,36,5,3,0,0,0,0,10,54.0,5.4,42.1%,165,8.7,165,8.7,80,4.2,28,1.5,1,7.1%,19,0,5,12,4,1,0,0,36
31,Kyle Rudolph,28,14,2020,37,334,11.9,25,5,1,0,0,0,1,12,51.4,4.3,1.3%,170,6.1,170,6.1,164,5.9,41,1.5,2,9.8%,29,0,5,15,5,0,0,0,25
32,Jordan Reed,24,14,2020,39,213,8.9,26,1,3,0,0,0,0,8,51.3,6.4,19.0%,140,5.8,140,5.8,73,3.0,37,1.5,2,8.5%,26,2,5,10,1,0,0,0,26
33,Jordan Akins,27,14,2020,37,305,11.3,26,6,1,1,4,0,0,10,50.4,5.0,0.0%,164,6.1,164,6.1,141,5.2,55,2.0,2,8.9%,29,2,5,12,6,0,0,0,26
34,Drew Sample,36,14,2020,48,322,8.9,23,1,0,0,0,0,1,13,48.2,3.7,0.1%,150,4.2,150,4.2,172,4.8,66,1.8,5,9.7%,39,3,10,12,1,0,0,0,23
35,Zach Ertz,28,14,2020,52,217,7.8,30,3,1,0,0,0,0,8,43.7,5.5,93.8%,174,6.2,174,6.2,43,1.5,15,0.5,0,11.4%,33,3,5,8,2,1,0,0,30
36,Will Dissly,20,14,2020,24,214,10.7,28,2,2,0,0,0,0,13,43.4,3.3,2.3%,69,3.5,69,3.5,145,7.3,29,1.5,0,5.3%,20,0,4,11,2,0,0,0,28
37,Harrison Bryant,19,14,2020,29,182,9.6,35,2,3,0,0,0,2,13,41.7,3.2,0.2%,95,5.0,95,5.0,87,4.6,25,1.3,2,8.0%,21,2,4,8,1,1,0,0,35
38,Cameron Brate,21,14,2020,26,190,9.0,25,2,2,0,0,0,0,13,41.5,3.2,2.8%,141,6.7,141,6.7,49,2.3,20,1.0,0,5.4%,21,0,3,6,2,0,0,0,25
39,Jack Doyle,14,14,2020,22,170,12.1,28,2,3,0,0,0,1,11,40.0,3.6,2.0%,104,7.4,104,7.4,66,4.7,28,2.0,1,4.9%,14,0,5,8,2,0,0,0,28
40,Greg Olsen,23,14,2020,35,224,9.7,22,3,1,0,0,0,0,10,39.9,4.0,7.0%,178,7.7,178,7.7,46,2.0,13,0.6,0,7.8%,25,2,8,11,3,0,0,0,22
41,Cole Kmet,17,14,2020,28,172,10.1,38,2,2,0,0,0,0,13,37.7,2.9,39.8%,83,4.9,83,4.9,89,5.2,45,2.6,2,5.6%,19,2,5,7,1,1,0,0,38
42,Tyler Kroft,12,14,2020,16,119,9.9,38,2,3,0,0,0,0,9,35.9,4.0,0.1%,75,6.3,75,6.3,44,3.7,10,0.8,0,3.5%,14,1,5,5,1,1,0,0,38
43,Jacob Hollister,20,14,2020,29,169,8.5,20,1,1,0,0,0,0,13,34.9,2.7,0.0%,94,4.7,94,4.7,75,3.8,27,1.4,0,6.4%,22,2,7,7,1,0,0,0,20
44,James O'Shaughnessy,24,14,2020,33,228,9.5,26,3,0,0,0,0,0,12,34.8,2.9,0.0%,149,6.2,149,6.2,79,3.3,25,1.0,1,6.8%,24,0,1,9,3,0,0,0,26
45,Durham Smythe,16,14,2020,19,139,8.7,19,0,2,0,0,0,0,12,33.9,2.8,0.1%,59,3.7,59,3.7,80,5.0,16,1.0,1,4.4%,17,1,4,6,0,0,0,0,19
46,Dawson Knox,17,14,2020,28,172,10.1,36,2,2,0,0,0,2,9,33.7,3.7,78.8%,33,1.9,33,1.9,139,8.2,47,2.8,0,6.1%,21,3,7,7,1,1,0,0,36
47,Adam Shaheen,9,14,2020,16,110,12.2,43,3,3,0,0,0,0,13,33.5,2.6,0.0%,47,5.2,47,5.2,63,7.0,15,1.7,1,3.7%,9,0,6,4,1,1,1,0,43
48,David Njoku,12,14,2020,19,152,12.7,28,3,2,0,0,0,0,10,33.2,3.3,66.7%,88,7.3,88,7.3,64,5.3,27,2.3,2,5.3%,14,1,3,7,3,0,0,0,28
49,Ross Dwelley,15,14,2020,20,196,13.1,36,4,1,0,0,0,0,13,33.1,2.5,0.1%,114,7.6,114,7.6,82,5.5,27,1.8,1,4.4%,15,0,3,10,3,1,0,0,36
50,Marcedes Lewis,9,14,2020,16,98,10.9,36,2,3,0,0,0,0,12,32.3,2.7,0.1%,48,5.3,48,5.3,50,5.6,12,1.3,0,3.7%,13,4,4,3,1,1,0,0,36
51,O.J. Howard,11,14,2020,19,146,13.3,33,3,2,0,0,0,0,4,32.1,8.0,2.3%,129,11.7,129,11.7,17,1.5,6,0.5,1,3.9%,12,1,3,6,2,1,0,0,33
52,Nick Boyle,14,14,2020,17,113,8.1,21,1,2,0,0,0,0,9,30.3,3.4,0.0%,72,5.1,72,5.1,41,2.9,15,1.1,0,5.2%,15,0,3,4,1,0,0,0,21
53,Jesse James,12,14,2020,19,116,9.7,31,3,2,0,0,0,0,13,29.6,2.3,0.0%,58,4.8,58,4.8,58,4.8,22,1.8,1,4.1%,12,0,6,4,2,1,0,0,31
54,Ian Thomas,16,14,2020,24,117,7.3,21,1,1,0,0,0,0,13,25.7,2.0,0.1%,57,3.6,57,3.6,60,3.8,13,0.8,0,5.6%,17,1,2,3,1,0,0,0,21
55,Foster Moreau,5,14,2020,7,111,22.2,47,6,2,0,0,0,0,13,25.6,2.0,0.2%,67,13.4,67,13.4,44,8.8,18,3.6,0,1.6%,5,0,1,3,3,2,1,0,47
56,Chris Herndon IV,17,14,2020,29,142,8.4,26,1,1,0,0,0,2,13,24.7,1.9,0.0%,70,4.1,70,4.1,72,4.2,18,1.1,1,7.7%,22,4,2,4,1,0,0,0,26
57,Ryan Izzo,13,14,2020,20,199,15.3,50,6,0,0,0,0,1,12,24.4,2.0,0.0%,131,10.1,131,10.1,68,5.2,17,1.3,1,5.8%,15,2,1,8,3,1,1,1,50
58,Adam Trautman,12,14,2020,13,121,10.1,29,1,1,0,0,0,0,12,24.1,2.0,0.2%,44,3.7,44,3.7,77,6.4,16,1.3,0,3.1%,13,0,2,5,1,0,0,0,29
59,Albert Okwuegbunam,11,14,2020,15,121,11.0,27,1,1,0,0,0,0,4,23.6,5.9,25.4%,48,4.4,48,4.4,73,6.6,26,2.4,1,3.6%,11,0,4,4,1,0,0,0,27
60,Jace Sternberger,12,14,2020,15,114,9.5,27,2,1,0,0,0,0,12,23.4,2.0,0.0%,48,4.0,48,4.0,66,5.5,8,0.7,0,3.5%,13,1,3,5,2,0,0,0,27
61,Jason Witten,11,14,2020,12,57,5.2,15,0,2,0,0,0,0,13,23.2,1.8,0.0%,46,4.2,46,4.2,11,1.0,2,0.2,0,2.8%,11,0,4,2,0,0,0,0,15
62,Nick Vannett,14,14,2020,20,95,6.8,19,0,1,0,0,0,0,12,22.5,1.9,0.0%,31,2.2,31,2.2,64,4.6,14,1.0,0,4.8%,14,0,3,3,0,0,0,0,19
63,Donald Parham Jr.,5,14,2020,12,75,15.0,22,1,2,0,0,0,0,10,22.0,2.2,0.2%,57,11.4,57,11.4,18,3.6,12,2.4,0,2.3%,5,0,5,4,1,0,0,0,22
64,Geoff Swaim,9,14,2020,12,83,9.2,16,0,1,0,0,0,0,8,18.8,2.4,0.1%,48,5.3,48,5.3,35,3.9,6,0.7,0,3.1%,10,1,2,4,0,0,0,0,16
65,C.J. Uzomah,8,14,2020,11,87,10.9,23,1,1,0,0,0,0,2,18.7,9.4,0.8%,57,7.1,57,7.1,30,3.8,6,0.8,0,2.2%,9,1,2,3,1,0,0,0,23
66,MyCole Pruitt,4,14,2020,6,39,9.8,22,1,2,0,0,0,0,8,17.9,2.2,0.0%,28,7.0,28,7.0,11,2.8,4,1.0,0,1.5%,5,1,2,2,1,0,0,0,22
67,Kaden Smith,16,14,2020,19,96,6.0,13,0,0,0,0,0,0,12,17.6,1.5,0.0%,23,1.4,23,1.4,73,4.6,24,1.5,1,4.7%,16,0,3,4,0,0,0,0,13
68,Darrell Daniels,6,14,2020,8,83,13.8,31,3,1,0,0,0,0,9,17.3,1.9,0.0%,35,5.8,35,5.8,48,8.0,3,0.5,1,1.8%,7,1,0,3,2,1,0,0,31
69,Pharaoh Brown,7,14,2020,9,75,10.7,22,1,1,0,0,0,0,10,17.0,1.7,0.1%,39,5.6,39,5.6,36,5.1,24,3.4,1,2.2%,7,0,2,3,1,0,0,0,22
70,Maxx Williams,7,14,2020,9,60,8.6,25,1,1,0,0,0,0,7,15.5,2.2,0.1%,32,4.6,32,4.6,28,4.0,14,2.0,0,2.1%,7,0,3,1,1,0,0,0,25
71,Josh Hill,8,14,2020,10,46,5.8,16,0,1,0,0,0,0,12,14.6,1.2,0.0%,9,1.1,9,1.1,37,4.6,12,1.5,1,2.4%,8,0,1,2,0,0,0,0,16
72,Blake Bell,9,14,2020,13,93,10.3,24,1,0,0,0,0,0,13,13.8,1.1,0.0%,64,7.1,64,7.1,29,3.2,10,1.1,1,2.5%,9,0,3,7,1,0,0,0,24
73,Ryan Griffin,9,14,2020,12,86,9.6,23,1,0,0,0,0,0,13,13.1,1.0,0.1%,37,4.1,37,4.1,49,5.4,16,1.8,0,3.2%,10,1,0,3,1,0,0,0,23
74,Virgil Green,3,14,2020,6,50,16.7,26,1,1,0,0,0,0,6,12.5,2.1,0.0%,27,9.0,27,9.0,23,7.7,6,2.0,0,1.2%,4,1,0,3,1,0,0,0,26
75,Tyler Conklin,9,14,2020,10,66,7.3,15,0,0,0,0,0,0,13,11.1,0.9,39.6%,28,3.1,28,3.1,38,4.2,10,1.1,0,2.6%,10,1,0,3,0,0,0,0,15
76,Vance McDonald,9,14,2020,13,61,6.8,15,0,0,0,0,0,0,11,10.6,1.0,0.0%,10,1.1,10,1.1,51,5.7,15,1.7,2,2.5%,9,0,1,2,0,0,0,0,15
77,Troy Fumagalli,6,14,2020,11,65,10.8,29,1,0,0,0,0,0,5,9.5,1.9,0.0%,8,1.3,8,1.3,57,9.5,8,1.3,0,2.6%,6,0,3,2,1,0,0,0,29
78,Chris Manhertz,6,14,2020,8,52,8.7,17,0,0,0,0,0,0,13,8.2,0.6,0.0%,19,3.2,19,3.2,33,5.5,16,2.7,1,1.9%,7,1,0,2,0,0,0,0,17
79,Demetrius Harris,7,14,2020,14,45,6.4,9,0,0,0,0,0,0,13,8.0,0.6,0.0%,20,2.9,20,2.9,25,3.6,6,0.9,0,2.8%,9,2,3,0,0,0,0,0,9
81,Johnny Mundt,4,14,2020,4,53,13.3,34,2,0,0,0,0,0,13,7.3,0.6,0.1%,8,2.0,8,2.0,45,11.3,29,7.3,2,0.9%,4,0,1,1,1,1,0,0,34
82,Nick Keizer,6,14,2020,10,63,10.5,22,1,0,0,0,0,1,13,7.3,0.6,0.0%,23,3.8,23,3.8,40,6.7,5,0.8,0,2.0%,7,1,0,3,1,0,0,0,22
86,Cethan Carter,4,14,2020,5,32,8.0,24,1,0,0,0,0,0,12,5.2,0.4,0.0%,26,6.5,26,6.5,6,1.5,5,1.3,0,1.0%,5,1,1,1,1,0,0,0,24
88,Jaeden Graham,3,14,2020,5,25,8.3,11,0,0,0,0,0,0,13,4.0,0.3,0.0%,11,3.7,11,3.7,14,4.7,3,1.0,0,1.2%,4,1,0,1,0,0,0,0,11
89,Levine Toilolo,3,14,2020,4,22,7.3,13,0,0,0,0,0,0,13,3.7,0.3,0.0%,10,3.3,10,3.3,12,4.0,7,2.3,0,1.0%,3,0,0,1,0,0,0,0,13
91,Luke Stocker,3,14,2020,6,20,6.7,12,0,0,0,0,0,0,13,3.5,0.3,0.0%,5,1.7,5,1.7,15,5.0,3,1.0,0,1.2%,4,1,1,1,0,0,0,0,12
92,Ben Ellefson,1,14,2020,4,10,10.0,10,0,0,0,0,0,0,7,3.5,0.5,0.0%,7,7.0,7,7.0,3,3.0,2,2.0,0,0.8%,2,1,0,1,0,0,0,0,10
93,Tanner Hudson,2,14,2020,6,21,10.5,12,0,0,0,0,0,0,9,3.1,0.3,0.6%,13,6.5,13,6.5,8,4.0,4,2.0,0,1.2%,2,0,0,1,0,0,0,0,12
94,Deon Yelder,3,14,2020,3,12,4.0,5,0,0,0,0,0,0,11,2.7,0.2,0.0%,2,0.7,2,0.7,10,3.3,1,0.3,0,0.6%,3,0,0,0,0,0,0,0,5
95,Juwan Johnson,2,14,2020,4,16,8.0,11,0,0,0,0,0,0,4,2.6,0.7,1.3%,11,5.5,11,5.5,5,2.5,2,1.0,0,1.0%,2,0,1,1,0,0,0,0,11
103,Jake Butt,2,14,2020,4,5,2.5,5,0,0,0,0,0,0,5,1.5,0.3,0.1%,3,1.5,3,1.5,2,1.0,0,0.0,0,1.0%,3,1,1,0,0,0,0,0,5
1,Travis Kelce,82,13,2020,110,"1,114",13.6,45,23,8,0,0,0,1,12,198.6,16.6,100.0%,651,7.9,651,7.9,463,5.6,206,2.5,9,23.9%,87,2,14,54,18,3,2,0,45
2,Darren Waller,77,13,2020,107,742,9.6,38,8,7,0,0,0,1,12,152.7,12.7,99.8%,321,4.2,321,4.2,421,5.5,160,2.1,6,27.9%,81,4,18,26,7,1,0,0,38
3,T.J. Hockenson,52,13,2020,77,614,11.8,51,10,5,0,0,0,0,12,119.4,10.0,94.0%,319,6.1,319,6.1,295,5.7,71,1.4,4,18.1%,57,5,12,28,6,2,1,1,51
4,Robert Tonyan,41,13,2020,47,497,12.1,45,13,8,0,0,0,0,12,118.2,9.9,26.2%,306,7.5,306,7.5,191,4.7,24,0.6,0,11.9%,41,0,6,18,9,3,1,0,45
5,Mark Andrews,38,13,2020,60,454,11.9,31,8,6,0,0,0,0,10,100.4,10.0,100.0%,350,9.2,350,9.2,104,2.7,22,0.6,0,19.7%,43,4,10,22,6,2,0,0,31
6,Mike Gesicki,39,13,2020,62,537,13.8,70,10,4,0,0,0,0,12,97.2,8.1,39.7%,403,10.3,403,10.3,134,3.4,54,1.4,0,16.2%,43,2,11,22,7,1,1,1,70
